case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-26003-531354,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,12.0,12.0,Ianiro Landscaping Inc,Chesterland,OH,Chesterland,OH,18.91,18.91,Hour,2026-04-01,2026-12-05,2026-01-02,2026-03-30,,Seasonal
H-400-26002-530265,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,15.0,"Galbally Landscaping, Inc.",Willow Grove,PA,Willow Grove,PA,19.86,19.86,Hour,2026-04-01,2026-12-03,2026-01-02,2026-03-30,,Peakload
H-400-26002-530107,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeping Attendant,10.0,10.0,"Omni Interlocken Company, LLC",Broomfield,CO,Broomfield,CO,19.02,19.02,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Peakload
H-400-26002-529767,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,12.0,,"ML Trinity, LLC",Colorado Springs,CO,Colorado Springs,CO,20.72,,Hour,2026-04-01,2026-11-30,2026-01-02,2026-03-30,,Peakload
H-400-26002-529489,disclosure_fy2026_q2,Determination Issued - Denied,39-2021.00,Animal Caretakers,Thoroughbred Racehorse Groom,4.0,,Alexis Cordero Lopez,Dunnellon,FL,New Cumberland,WV,14.36,14.36,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Seasonal
H-400-26002-529207,disclosure_fy2026_q2,Determination Issued - Certification,39-2021.00,Animal Caretakers,Thoroughbred Racehorse Groom,7.0,7.0,JANE CIBELLI RACING STABLE INC,Safety Harbor,FL,Laurel,MD,18.6,18.6,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Seasonal
H-400-26002-529195,disclosure_fy2026_q2,Determination Issued - Certification,39-2021.00,Animal Caretakers,Thoroughbred Racehorse Groom,4.0,4.0,ARNETT RACING STABLES,EL PASO,TX,Altoona,IA,15.54,15.54,Hour,2026-04-01,2026-12-15,2026-01-02,2026-03-30,,Seasonal
H-400-26002-528977,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE TECHNICIAN,4.0,4.0,PEDJA ENTERPRISE CORP,NORWALK,OH,NORWALK,OH,18.91,18.91,Hour,2026-04-01,2026-12-01,2026-01-02,2026-03-30,,Seasonal
H-400-26002-528952,disclosure_fy2026_q2,Determination Issued - Certification,39-2021.00,Animal Caretakers,Thoroughbred Racehorse Groom,4.0,4.0,Colebrook Stable LLC,Lexington,KY,Lexington,KY,15.8,15.8,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Seasonal
H-400-26002-528934,disclosure_fy2026_q2,Determination Issued - Certification,39-2021.00,Animal Caretakers,Thoroughbred Racehorse Groom,4.0,4.0,Brellanick Stables Inc.,Lincoln University,PA,Bensalem,PA,17.14,17.14,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Seasonal
H-400-26002-528867,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,54.0,54.0,Big Cedar LLC,Ridgedale,MO,Ridgedale,MO,15.0,,Hour,2026-04-01,2026-12-31,2026-01-02,2026-03-30,,Peakload
H-400-26002-528441,disclosure_fy2026_q2,Determination Issued - Certification,39-2021.00,Animal Caretakers,Farrier,4.0,4.0,"Mackinac Island Carriage Tours, Inc.",Mackinac Island,MI,Mackinac Island,MI,15.13,,Hour,2026-04-01,2026-11-01,2026-01-02,2026-03-30,,Seasonal
H-400-26002-528213,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Construction Laborer,6.0,6.0,"JDH Construction, Inc",Aberdeen,SD,Aberdeen,SD,20.31,20.31,Hour,2026-04-01,2026-12-15,2026-01-02,2026-03-30,,Seasonal
H-400-26002-527964,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape workers,49.0,,Straxon Core LLC,Houston,TX,Austin,TX,18.93,18.93,Hour,2026-04-01,2026-11-15,2026-01-02,2026-03-30,,Peakload
H-400-26002-527607,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,5.0,5.0,"HCW Management Consultants, LLC",Branson,MO,Branson,MO,17.45,17.45,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-527194,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Gardener,14.0,14.0,One Source Landscape Assoc. Inc. ,Terre Haute,IN,Terre Haute ,IN,17.04,17.04,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-527109,disclosure_fy2026_q2,Determination Issued - Partial Certification,47-2061.00,Construction Laborers,Construction Laborers,58.0,57.0,Priority Construction Corporation (PRI226),BALTIMORE,MD,Baltimore,MD,22.42,22.42,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-526964,disclosure_fy2026_q2,Determination Issued - Partial Certification,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,24.0,23.0,Golden Landscaping and Lawn LLC,Orem,UT,Orem,UT,20.19,22.19,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-526879,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,10.0,10.0,Nat Greene Landscape LLC,Greenville,SC,Greenville,SC,17.47,17.47,Hour,2026-04-01,2026-10-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-526690,disclosure_fy2026_q2,Determination Issued - Denied,47-2061.00,Construction Laborers,Construction Laborer,12.0,,Chepe L Construction LLC,Spanish Fork,UT,Spanish Fork,UT,23.69,,Hour,2026-04-01,2026-12-15,2026-01-01,2026-03-30,,Seasonal
H-400-26001-526649,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPER,4.0,4.0,"DAKOTASCAPE OUTDOOR DESIGN, LLC",ABERDEEN,SD,ABERDEEN,SD,15.57,15.57,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-526430,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,14.0,14.0,"G5 Servies, LLC",Dallas,TX,Dallas,TX,18.42,18.42,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-526428,disclosure_fy2026_q2,Determination Issued - Certification,47-2051.00,Cement Masons and Concrete Finishers,Laborer,48.0,48.0,"CIM Enterprises, Inc.",Austin,TX,Austin,TX,23.53,23.53,Hour,2026-04-01,2026-12-14,2026-01-01,2026-03-30,,Peakload
H-400-26001-526393,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,14.0,14.0,"Larchmont Nurseries, Inc.",Larchmont,NY,Larchmont,NY,21.91,,Hour,2026-04-01,2026-12-20,2026-01-01,2026-03-30,,Peakload
H-400-26001-526342,disclosure_fy2026_q2,Determination Issued - Partial Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,15.0,14.0,Carter Creek Management Company,Plantation,FL,Irvington,VA,15.5,15.5,Hour,2026-04-01,2026-12-01,2026-01-01,2026-03-30,,Seasonal
H-400-26001-526289,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,14.0,14.0,"Turfmaster, Inc.",Clinton,PA,Moon Township,PA,18.69,18.69,Hour,2026-04-01,2026-11-22,2026-01-01,2026-03-30,,Seasonal
H-400-26001-526043,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Maintenance Technicians,10.0,10.0,"Chiles Enterprises, LLC",Louisa,VA,Louisa,VA,18.9,18.9,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525893,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5.0,5.0,"PMJ PROPERTIES, INC.",MIDDLEBURG HEIGHTS,OH,PUT-IN-BAY,OH,17.54,17.54,Hour,2026-04-01,2026-10-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525632,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,30.0,30.0,Environmental Logistics,Denver,CO,Denver,CO,22.08,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-525612,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping Workers,80.0,80.0,"Landtech Contractors, LLC",Aurora,CO,Aurora,CO,22.08,28.0,Hour,2026-04-01,2026-12-31,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525486,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,14.0,14.0,"Evergreen Landscaping, Inc.",Wayne,PA,King of Prussia,PA,19.86,26.0,Hour,2026-04-01,2026-12-13,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525395,disclosure_fy2026_q2,Determination Issued - Certification,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Front Desk,6.0,6.0,"Bombay Management, Inc",Ogunquit,ME,Ogunquit,ME,19.87,19.87,Hour,2026-04-01,2026-11-10,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525295,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Technician,7.0,7.0,"Straight Edge Lawn Care, LLC",Saint Charles,MO,Overland ,MO,19.8,20.8,Hour,2026-04-01,2026-12-15,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525069,disclosure_fy2026_q2,Withdrawn,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",WINDOW CLEANERS,6.0,,S&K BUILDING SERVICES -Rochester,ROCHESTER,NY,ROCHESTER,NY,18.38,20.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-525033,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,10.0,10.0,"Southern Turf Landscaping, LLC",Mobile,AL,Mobile,AL,17.83,17.83,Hour,2026-04-01,2026-12-20,2026-01-01,2026-03-30,,Peakload
H-400-26001-524959,disclosure_fy2026_q2,Determination Issued - Certification,35-2011.00,"Cooks, Fast Food",Amusement and Recreation Attendant,18.0,18.0,Ottaway Legacy Shows LLC,Onaga,KS,Wichita,KS,11.99,14.78,Hour,2026-04-01,2026-11-14,2026-01-01,2026-03-30,,Seasonal
H-400-26001-524915,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,12.0,12.0,"Sam Bridge Nursery & Greenhouses, LLC",Greenwich,CT,Greenwich,CT,22.74,23.74,Hour,2026-04-01,2026-12-15,2026-01-01,2026-03-30,,Seasonal
H-400-26001-524807,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,HOUSEKEEPER,8.0,8.0,MARGINAL WAY HOUSE,OGUNQUIT,ME,OGUNQUIT,ME,18.49,18.49,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Seasonal
H-400-26001-524704,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape/Lawn Maintenance Labor,10.0,,"Outdoor Living Southeast, Inc.",Valdosta,GA,Valdosta,GA,16.82,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-524617,disclosure_fy2026_q2,Determination Issued - Certification,35-2021.00,Food Preparation Workers,Dishwasher,4.0,4.0,"DNC Parks & Resorts at Sequoia, Inc.",Sequoia National Park,CA,Sequoia National Park,CA,17.88,19.88,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-524596,disclosure_fy2026_q2,Determination Issued - Certification,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Worker,2.0,2.0,"DNC Parks & Resorts at Sequoia, Inc.",Sequoia National Park,CA,Sequoia National Park,CA,20.05,22.05,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-524325,disclosure_fy2026_q2,Determination Issued - Certification,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Custodian,2.0,2.0,"DNC Parks & Resorts at Tenaya, Inc.",Fish Camp,CA,Fish Camp,CA,20.7,22.7,Hour,2026-04-01,2027-01-05,2026-01-01,2026-03-30,,Peakload
H-400-26001-524293,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,8.0,8.0,"DNC Parks & Resorts at Gardiner, Inc. ",Gardiner,MT,Gardiner,MT,16.63,18.63,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-523976,disclosure_fy2026_q2,Determination Issued - Denied,35-2014.00,"Cooks, Restaurant",Kitchen Cook,50.0,,Island Beruflich Hospitality LLC,Pensacola,FL,Foley,AL,15.55,15.55,Hour,2026-04-01,2026-12-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-523870,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING WORKER,8.0,8.0,GA LANDSCAPING AND MASONRY LLC,NORWALK,CT,NORWALK,CT,22.74,22.74,Hour,2026-04-01,2026-12-10,2026-01-01,2026-03-30,,Peakload
H-400-26001-523799,disclosure_fy2026_q2,Determination Issued - Certification,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Fishers and Related Fishing Workers,2.0,2.0,Little Ernie Gulf Trawler Inc,Palacios,TX,Palacios,TX,17.68,,Hour,2026-04-01,2026-12-31,2026-01-01,2026-03-30,,Seasonal
H-400-26001-523785,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping Laborer,6.0,6.0,Master Design Landscape Co.,Rock Island,IL,Rock Island,IL,18.79,18.79,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-523545,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,5.0,5.0,"The Green Team, LLC.",Kirtland,OH,Kirtland,OH,18.91,18.91,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-523427,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,LABORER,7.0,7.0,JUST POOLS INC.,ARNOLD,MO,ARNOLD,MO,31.0,,Hour,2026-04-01,2026-12-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-523324,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,24.0,24.0,"Schill Landscaping and Lawn Care Services, LLC - Columbus Region",North Ridgeville,OH,Marion,OH,19.22,19.22,Hour,2026-04-01,2026-11-26,2026-01-01,2026-03-30,,Seasonal
H-400-26001-523487,disclosure_fy2026_q2,Determination Issued - Certification,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finishers,4.0,4.0,BM Industries LLC,Sioux Falls,SD,Wolverton,MN,30.47,,Hour,2026-04-01,2026-07-01,2026-01-01,2026-03-30,,Seasonal
H-400-26001-522865,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Seasonal Landscape Installer I,13.0,,Bachman's Inc.,Minneapolis,MN,Minneapolis,MN,22.32,22.32,Hour,2026-04-01,2026-11-18,2026-01-01,2026-03-30,,Seasonal
H-400-26001-523157,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,25.0,25.0,LandCare USA LLC - Oklahoma City,Oklahoma City,OK,Oklahoma City,OK,17.06,,Hour,2026-04-01,2026-10-23,2026-01-01,2026-03-30,,Peakload
H-400-26001-523193,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,3.0,3.0,Wilson Logistics,Strafford,MO,Strafford,MO,18.31,20.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-523010,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,21.0,21.0,"Dean's Lawn and Landscaping, Inc.",Schererville,IN,Schererville,IN,21.26,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-522437,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,12.0,12.0,Novus Inc.,Craig,CO,Steamboat Springs,CO,23.78,23.78,Hour,2026-04-01,2026-11-01,2026-01-01,2026-03-30,,Seasonal
H-400-26001-522719,disclosure_fy2026_q2,Withdrawn,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Fish processor,125.0,,Great Whittier LLC,Anchorage,AK,Whittier,AK,17.91,17.91,Hour,2026-04-01,2026-10-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-522062,disclosure_fy2026_q2,Determination Issued - Certification,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finisher,8.0,8.0,Bayer Crete Inc,West Middlesex,PA,West Middlesex,PA,29.96,29.96,Hour,2026-04-01,2026-12-20,2026-01-01,2026-03-30,,Peakload
H-400-26001-522690,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,96.0,96.0,"Yellowstone Landscape - Southeast, LLC_Orlando",Kissimmee,FL,Kissimmee,FL,17.82,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-521858,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,6.0,"Firman Irrigation & Landscape Lighting, LLC",Petoskey,MI,Petoskey,MI,18.35,18.35,Hour,2026-04-01,2026-11-01,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521692,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape and Groundskeeping Workers,46.0,,"Dixie Landscape, LLC",Medley,FL,Medley,FL,18.25,18.25,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Peakload
H-400-26001-521961,disclosure_fy2026_q2,Determination Issued - Partial Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,18.0,"Rost Landscaping and Design, Inc.",Columbia,MO,Columbia,MO,18.25,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-522282,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers (LG-AD),15.0,15.0,"Joe's Landscaping of Beavercreek, Inc. (1718)",Fairborn,OH,Fairborn,OH,19.13,25.0,Hour,2026-04-01,2026-12-18,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521800,disclosure_fy2026_q2,Determination Issued - Certification,35-2015.00,"Cooks, Short Order",Line Cook,8.0,8.0,"Congdon’s Donuts, Inc.",Wells,ME,Wells,ME,19.01,25.0,Hour,2026-04-01,2026-11-29,2026-01-01,2026-03-30,,Peakload
H-400-26001-521596,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,16.0,16.0,"A Cut Above Lawn Service, Inc.",Greenwood,IN,Greenwood,IN,18.81,,Hour,2026-04-01,2026-12-05,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521345,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,30.0,30.0,"Duininck, Inc.",Delano,MN,Park City,UT,21.03,,Hour,2026-04-01,2026-12-31,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521613,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,9.0,9.0,Mero LLC,Boothbay Harbor,ME,Boothbay Harbor,ME,20.43,23.0,Hour,2026-04-01,2026-11-01,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521291,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,15.0,"Artistic Landscaping, Inc.",Lanham,MD,Lanham,MD,20.87,20.87,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521334,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Helper-Construction Trades,12.0,12.0,"J. T. Hoover Concrete Contractor, Inc.",Bear,DE,Bear,DE,28.19,28.19,Hour,2026-04-01,2026-12-01,2026-01-01,2026-03-30,,Peakload
H-400-26001-521175,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,4.0,4.0,Buoys By The Bay LLC,St. Ignace,MI,St. Ignace,MI,15.96,15.96,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-30,,Peakload
H-400-26001-521347,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Installer,3.0,3.0,"Abiding Tree Landscape, LLC",Hanover,NH,Hanover,NH,19.96,19.96,Hour,2026-04-01,2026-10-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521036,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,6.0,"Cameron Landscape & Contracting, LLC",Selkirk,NY,Selkirk,NY,20.7,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-30,,Seasonal
H-400-26001-521082,disclosure_fy2026_q2,Determination Issued - Certification,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Truck Driver,44.0,44.0,Rolando Acosta Trucking,Alliance,NE,Alliance,NE,24.46,,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-30,,Peakload
H-400-26001-520818,disclosure_fy2026_q2,Withdrawn,35-3031.00,Waiters and Waitresses,Waitstaff,11.0,,Harbor Bar Inc,Hager City,WI,Hager City,WI,13.95,,Hour,2026-04-01,2026-11-07,2026-01-01,2026-03-30,,Seasonal
H-400-26001-520753,disclosure_fy2026_q2,Withdrawn,35-2014.00,"Cooks, Restaurant",Cook,11.0,,Harbor Bar Inc,Hager City,WI,Hager City WI,WI,20.11,,Hour,2026-04-01,2026-11-07,2026-01-01,2026-03-30,,Seasonal
H-400-26004-532400,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,17.0,17.0,"Bowen's Landscape Services, Inc.",Lewisville,TX,Lewisville,TX,18.42,18.42,Hour,2026-04-01,2026-11-14,2026-01-03,2026-03-28,,Peakload
